id,DATA_MONTH,DATA_TYPE,NAME,OR_CUR,OR_CUR_ZB,OR_CUR_YOY,OR_ACC,OR_ACC_ZB,OR_ACC_YOY,SHOP_NUM,SHOP_NUM_ZB,SHOP_NUM_YOY,KIND_CUR,KIND_CUR_YOY,KIND_ACC,KIND_ACC_YOY,NOT_KIND_CUR,NOT_KIND_CUR_YOY,NOT_KIND_ACC,NOT_KIND_ACC_YOY,KIND_CUR_ZB,KIND_ACC_ZB
23,2018/3/1 0:00,总体,,7.92E+11,,36.46,1.94E+12,,32.32,8245377,,2.77,6.09E+11,34.85,1.42E+12,29.05,1.83E+11,42.1,5.15E+11,42.27,,
24,2018/4/1 0:00,总体,,6.88E+11,,32.77,2.63E+12,,32.44,8252389,,2.57,5.24E+11,31.54,1.95E+12,29.71,1.65E+11,36.82,6.80E+11,40.91,,
25,2018/5/1 0:00,总体,,6.94E+11,,25.96,3.32E+12,,31.03,8336155,,3.82,5.24E+11,24.75,2.47E+12,28.63,1.70E+11,29.82,8.50E+11,38.55,,
26,2018/6/1 0:00,总体,,8.55E+11,,31.13,4.17E+12,,31.05,8337683,,3.81,6.61E+11,30.85,3.13E+12,29.09,1.94E+11,32.06,1.04E+12,37.29,,
27,2017/1/1 0:00,省市,安徽省,9285610533,1.82,,9285610533,1.82,,161682,2.05,6.7,6398284220,,6398284220,,2887326313,,2887326313,,1.69,1.69
28,2017/2/1 0:00,省市,安徽省,6401921156,1.84,,15687531689,1.83,,161886,2.03,5.41,4475663179,,10873947400,,1926257976,,4813584289,,1.71,1.69
29,2017/3/1 0:00,省市,安徽省,9188274182,1.7,,24875805870,1.78,,162013,2.02,4.52,7041071263,,17915018662,,2147202919,,6960787208,,1.62,1.66
30,2017/4/1 0:00,省市,安徽省,8596291164,1.66,,33472097034,1.75,,163235,2.03,4.48,6117413414,,24032432076,,2478877751,,9439664959,,1.56,1.64
31,2017/5/1 0:00,省市,安徽省,8816389191,1.58,,42288486225,1.71,,163559,2.02,4.67,6062521054,,30094953130,,2753868137,,12193533095,,1.48,1.6
32,2017/6/1 0:00,省市,安徽省,10745781023,1.7,,53034267248,1.71,,163722,2.02,4.66,8209666112,,38304619241,,2536114911,,14729648007,,1.63,1.61
33,2017/7/1 0:00,省市,安徽省,9452677881,1.7,,62486945129,1.71,,163870,2.02,4.7,6364564062,,44669183303,,3088113819,,17817761826,,1.59,1.61
34,2017/8/1 0:00,省市,安徽省,9924478978,1.8,,72411424107,1.72,,164364,2,3.25,6892025163,,51561208467,,3032453815,,20850215641,,1.69,1.62
35,2017/9/1 0:00,省市,安徽省,11670556805,1.76,,84081980912,1.72,,164552,2,3.33,8251723472,,59812931938,,3418833333,,24269048974,,1.66,1.62
36,2017/10/1 0:00,省市,安徽省,11359014001,1.71,,95440994913,1.72,,164633,2,2.43,7985108485,,67798040423,,3373905516,,27642954490,,1.61,1.62
37,2017/11/1 0:00,省市,安徽省,15785656884,1.62,,1.11E+11,1.71,,164807,2,2.33,11720030909,,79518071332,,4065625975,,31708580465,,1.52,1.61
38,2017/12/1 0:00,省市,安徽省,13647560499,1.79,,1.25E+11,1.72,,164859,2,2.23,9757234860,,89275306192,,3890325639,,35598906105,,1.7,1.62
39,2017/1/1 0:00,省市,北京市,55234742623,10.83,,55234742623,10.83,,674489,8.54,7.51,39829421148,,39829421148,,15405321475,,15405321475,,10.5,10.5
40,2017/2/1 0:00,省市,北京市,42296520210,12.16,,97531262832,11.37,,674629,8.47,7.04,30475612789,,70305033937,,11820907421,,27226228896,,11.62,10.95
41,2017/3/1 0:00,省市,北京市,58105390785,10.75,,1.56E+11,11.13,,675389,8.42,6.47,45824213444,,1.16E+11,,12281177341,,39507406237,,10.53,10.78
42,2017/4/1 0:00,省市,北京市,53740305640,10.35,,2.09E+11,10.92,,676338,8.41,5.35,39008074708,,1.55E+11,,14732230932,,54239637169,,9.96,10.56
43,2017/5/1 0:00,省市,北京市,62320377299,11.17,,2.72E+11,10.98,,676500,8.37,4.28,44847222447,,2.00E+11,,17473154852,,71712792021,,10.91,10.64
44,2017/6/1 0:00,省市,北京市,65218262823,10.34,,3.37E+11,10.85,,676678,8.34,3.58,51393341944,,2.51E+11,,13824920879,,85537712899,,10.23,10.55
45,2017/7/1 0:00,省市,北京市,62018103680,11.16,,3.99E+11,10.89,,676827,8.32,3.03,43011313251,,2.94E+11,,19006790429,,1.05E+11,,10.75,10.58
46,2017/8/1 0:00,省市,北京市,66256347920,11.99,,4.65E+11,11.04,,694003,8.46,5.11,46397872286,,3.41E+11,,19858475635,,1.24E+11,,11.41,10.69
47,2017/9/1 0:00,省市,北京市,74604102293,11.24,,5.40E+11,11.06,,697110,8.49,3.98,54599989783,,3.95E+11,,20004112510,,1.44E+11,,11,10.73
48,2017/10/1 0:00,省市,北京市,73392044283,11.07,,6.13E+11,11.07,,697406,8.49,3.85,53941002069,,4.49E+11,,19451042214,,1.64E+11,,10.85,10.74
49,2017/11/1 0:00,省市,北京市,1.06E+11,10.86,,7.19E+11,11.03,,698091,8.49,3.76,81824006010,,5.31E+11,,24236774202,,1.88E+11,,10.64,10.73
50,2017/12/1 0:00,省市,北京市,83307289116,10.95,,8.03E+11,11.03,,699095,8.49,3.77,61225979686,,5.92E+11,,22081309430,,2.10E+11,,10.65,10.72
51,2017/1/1 0:00,省市,不分地区,8215057157,1.61,,8215057157,1.61,,,,,8215057157,,8215057157,,,,,,2.16,2.16
52,2017/2/1 0:00,省市,不分地区,5515578488,1.59,,13730635644,1.6,,,,,5515578488,,13730635644,,,,,,2.1,2.14
53,2017/3/1 0:00,省市,不分地区,9201193326,1.7,,22931828970,1.64,,,,,9201193326,,22931828970,,,,,,2.11,2.13
54,2017/4/1 0:00,省市,不分地区,9362105953,1.8,,32293934923,1.68,,,,,9362105953,,32293934923,,,,,,2.39,2.2
55,2017/5/1 0:00,省市,不分地区,8639994252,1.55,,40933929175,1.65,,,,,8639994252,,40933929175,,,,,,2.1,2.18
56,2017/6/1 0:00,省市,不分地区,11708531344,1.86,,52642460520,1.69,,,,,11708531344,,52642460520,,,,,,2.33,2.21
57,2017/7/1 0:00,省市,不分地区,9241130985,1.66,,61883591505,1.69,,,,,9241130985,,61883591505,,,,,,2.31,2.22
58,2017/8/1 0:00,省市,不分地区,8916164025,1.61,,70799755529,1.68,,,,,8916164025,,70799755529,,,,,,2.19,2.22
59,2017/9/1 0:00,省市,不分地区,10253997964,1.54,,81053753494,1.66,,,,,10253997964,,81053753494,,,,,,2.07,2.2
60,2017/10/1 0:00,省市,不分地区,13027786560,1.96,,94081540054,1.7,,,,,13027786560,,94081540054,,,,,,2.62,2.25
61,2017/11/1 0:00,省市,不分地区,17566984278,1.8,,1.12E+11,1.71,,,,,17566984278,,1.12E+11,,,,,,2.28,2.25
62,2017/12/1 0:00,省市,不分地区,13039882683,1.71,,1.25E+11,1.71,,,,,13039882683,,1.25E+11,,,,,,2.27,2.26
63,2017/1/1 0:00,省市,福建省,23319248244,4.57,,23319248244,4.57,,408797,5.17,8.49,17148843898,,17148843898,,6170404347,,6170404347,,4.52,4.52
64,2017/2/1 0:00,省市,福建省,15094229442,4.34,,38413477686,4.48,,421352,5.29,10.33,11054165844,,28203009742,,4040063597,,10210467944,,4.21,4.39
65,2017/3/1 0:00,省市,福建省,24822101878,4.59,,63235579564,4.52,,421638,5.26,9.42,20001167964,,48204177706,,4820933914,,15031401858,,4.6,4.48
66,2017/4/1 0:00,省市,福建省,22852223826,4.4,,86087803390,4.49,,421855,5.24,8.38,17373579751,,65577757457,,5478644075,,20510045933,,4.44,4.47
67,2017/5/1 0:00,省市,福建省,24008865819,4.3,,1.10E+11,4.45,,423218,5.24,7.71,18126759789,,83704517247,,5882106030,,26392151962,,4.41,4.45
68,2017/6/1 0:00,省市,福建省,29057292389,4.61,,1.39E+11,4.48,,423521,5.22,7.22,23619388249,,1.07E+11,,5437904139,,31830056102,,4.7,4.51
69,2017/7/1 0:00,省市,福建省,23478412901,4.23,,1.63E+11,4.44,,423832,5.21,7.18,17186542208,,1.25E+11,,6291870693,,38121926794,,4.3,4.48
70,2017/8/1 0:00,省市,福建省,22835960102,4.13,,1.85E+11,4.4,,427331,5.21,8.02,17144851426,,1.42E+11,,5691108676,,43813035470,,4.21,4.44
71,2017/9/1 0:00,省市,福建省,28494540948,4.29,,2.14E+11,4.39,,427709,5.21,8.09,21754768501,,1.63E+11,,6739772447,,50552807917,,4.38,4.43
72,2017/10/1 0:00,省市,福建省,30900406965,4.66,,2.45E+11,4.42,,427944,5.21,7.2,23491462138,,1.87E+11,,7408944827,,57961752744,,4.72,4.47
73,2017/11/1 0:00,省市,福建省,45873185715,4.7,,2.91E+11,4.46,,428440,5.21,7.13,36614792890,,2.24E+11,,9258392825,,67220145569,,4.76,4.51
74,2017/12/1 0:00,省市,福建省,34211691156,4.5,,3.25E+11,4.46,,428667,5.21,7.05,26267395418,,2.50E+11,,7944295738,,75164441307,,4.57,4.52
75,2017/1/1 0:00,省市,甘肃省,247314075.6,0.05,,247314075.6,0.05,,23159,0.29,7.46,135684665.2,,135684665.2,,111629410.4,,111629410.4,,0.04,0.04
76,2017/2/1 0:00,省市,甘肃省,171958038.8,0.05,,419272114.4,0.05,,23808,0.3,8.99,101199646,,236884311.2,,70758392.81,,182387803.2,,0.04,0.04
77,2017/3/1 0:00,省市,甘肃省,246943303.4,0.05,,666215417.8,0.05,,24202,0.3,9.8,157247453.1,,394131764.4,,89695850.25,,272083653.4,,0.04,0.04
78,2017/4/1 0:00,省市,甘肃省,279258833,0.05,,945474250.8,0.05,,24376,0.3,9.41,156112459.8,,550244224.2,,123146373.2,,395230026.6,,0.04,0.04
79,2017/5/1 0:00,省市,甘肃省,297078937.2,0.05,,1242553188,0.05,,24768,0.31,10.18,156785918.3,,707030142.5,,140293018.9,,535523045.5,,0.04,0.04
80,2017/6/1 0:00,省市,甘肃省,315356003.8,0.05,,1557909192,0.05,,25195,0.31,11.41,200733099.7,,907763242.2,,114622904.1,,650145949.6,,0.04,0.04
81,2017/7/1 0:00,省市,甘肃省,333224296.7,0.06,,1891133489,0.05,,25618,0.32,13.14,167223683.1,,1074986925,,166000613.7,,816146563.2,,0.04,0.04
82,2017/8/1 0:00,省市,甘肃省,353934337.7,0.06,,2245067826,0.05,,25931,0.32,14.46,192847631,,1267834556,,161086706.7,,977233270,,0.05,0.04
83,2017/9/1 0:00,省市,甘肃省,341974713.5,0.05,,2587042540,0.05,,25962,0.32,14.58,191174046.5,,1459008603,,150800667,,1128033937,,0.04,0.04
84,2017/10/1 0:00,省市,甘肃省,333082318.8,0.05,,2920124859,0.05,,26012,0.32,13.64,181012204.9,,1640020808,,152070113.8,,1280104051,,0.04,0.04
85,2017/11/1 0:00,省市,甘肃省,449223612.8,0.05,,3369348471,0.05,,26039,0.32,13.56,268574558.6,,1908595366,,180649054.1,,1460753105,,0.03,0.04
86,2017/12/1 0:00,省市,甘肃省,360927298,0.05,,3730275769,0.05,,26046,0.32,13.51,193718917.4,,2102314284,,167208380.6,,1627961486,,0.03,0.04
87,2017/1/1 0:00,省市,广东省,1.14E+11,22.42,,1.14E+11,22.42,,1472097,18.63,3.52,85231721808,,85231721808,,29140029173,,29140029173,,22.46,22.46
88,2017/2/1 0:00,省市,广东省,77162758084,22.19,,1.92E+11,22.32,,1478689,18.56,3.78,58586655843,,1.44E+11,,18576102241,,47716131414,,22.33,22.41
89,2017/3/1 0:00,省市,广东省,1.30E+11,24.09,,3.22E+11,23,,1488914,18.56,4.4,1.05E+11,,2.49E+11,,25354352087,,73070483502,,24.08,23.08
90,2017/4/1 0:00,省市,广东省,1.23E+11,23.64,,4.44E+11,23.18,,1491290,18.54,4.48,91923819843,,3.41E+11,,30781430627,,1.04E+11,,23.47,23.19
91,2017/5/1 0:00,省市,广东省,1.33E+11,23.8,,5.77E+11,23.32,,1495634,18.5,4.59,98250296560,,4.39E+11,,34559506499,,1.38E+11,,23.91,23.34
92,2017/6/1 0:00,省市,广东省,1.48E+11,23.54,,7.26E+11,23.36,,1496589,18.45,4.56,1.20E+11,,5.58E+11,,28763584404,,1.67E+11,,23.82,23.44
93,2017/7/1 0:00,省市,广东省,1.32E+11,23.69,,8.57E+11,23.41,,1497840,18.42,4.58,94854821073,,6.53E+11,,36798815201,,2.04E+11,,23.71,23.48
94,2017/8/1 0:00,省市,广东省,1.36E+11,24.55,,9.93E+11,23.56,,1511273,18.42,5.32,98773438562,,7.52E+11,,36910212478,,2.41E+11,,24.28,23.58
95,2017/9/1 0:00,省市,广东省,1.53E+11,22.99,,1.15E+12,23.48,,1512994,18.42,5.06,1.17E+11,,8.69E+11,,35808786602,,2.77E+11,,23.55,23.58
96,2017/10/1 0:00,省市,广东省,1.49E+11,22.4,,1.29E+12,23.35,,1513540,18.42,4.09,1.14E+11,,9.83E+11,,34335579987,,3.11E+11,,22.97,23.51
97,2017/11/1 0:00,省市,广东省,2.22E+11,22.7,,1.52E+12,23.26,,1514845,18.42,3.28,1.75E+11,,1.16E+12,,47106531351,,3.58E+11,,22.69,23.38
98,2017/12/1 0:00,省市,广东省,1.66E+11,21.75,,1.68E+12,23.1,,1516298,18.42,3.24,1.25E+11,,1.28E+12,,40791800726,,3.99E+11,,21.7,23.21
99,2017/1/1 0:00,省市,广西壮族自治区,1981096266,0.39,,1981096266,0.39,,104190,1.32,7.33,1341976373,,1341976373,,639119893.1,,639119893.1,,0.35,0.35
100,2017/2/1 0:00,省市,广西壮族自治区,1676773711,0.48,,3657869978,0.43,,108502,1.36,10.82,1168465500,,2510441874,,508308211,,1147428104,,0.45,0.39
101,2017/3/1 0:00,省市,广西壮族自治区,2399286862,0.44,,6057156840,0.43,,111367,1.39,12.7,1852606343,,4363048217,,546680518.9,,1694108623,,0.43,0.41
102,2017/4/1 0:00,省市,广西壮族自治区,2312205458,0.45,,8369362297,0.44,,111576,1.39,11.73,1636962904,,6000011121,,675242553.6,,2369351177,,0.42,0.41
103,2017/5/1 0:00,省市,广西壮族自治区,2406204797,0.43,,10775567094,0.44,,111814,1.38,10.9,1658147086,,7658158207,,748057710.6,,3117408887,,0.4,0.41
104,2017/6/1 0:00,省市,广西壮族自治区,2689736833,0.43,,13465303927,0.43,,111915,1.38,10.4,2081088338,,9739246545,,608648495.1,,3726057382,,0.41,0.41
105,2017/7/1 0:00,省市,广西壮族自治区,2499177585,0.45,,15964481512,0.44,,112027,1.38,10.42,1722543759,,11461790303,,776633826.2,,4502691209,,0.43,0.41
106,2017/8/1 0:00,省市,广西壮族自治区,2673188854,0.48,,18637670366,0.44,,113048,1.38,11.36,1875931402,,13337721705,,797257452.5,,5299948661,,0.46,0.42
107,2017/9/1 0:00,省市,广西壮族自治区,2610761497,0.39,,21248431862,0.44,,113153,1.38,11.44,1853177614,,15190899319,,757583882.6,,6057532544,,0.37,0.41
108,2017/10/1 0:00,省市,广西壮族自治区,2544247404,0.38,,23792679266,0.43,,113213,1.38,10.43,1810870341,,17001769659,,733377062.9,,6790909607,,0.36,0.41
109,2017/11/1 0:00,省市,广西壮族自治区,3837435506,0.39,,27630114772,0.42,,113348,1.38,10.41,2922703093,,19924472753,,914732412.6,,7705642019,,0.38,0.4
110,2017/12/1 0:00,省市,广西壮族自治区,2836467893,0.37,,30466582665,0.42,,113372,1.38,10.29,2125803566,,22050276319,,710664326.5,,8416306346,,0.37,0.4
111,2017/1/1 0:00,省市,贵州省,704034822.9,0.14,,704034822.9,0.14,,32495,0.41,6.74,362007086.3,,362007086.3,,342027736.6,,342027736.6,,0.1,0.1
112,2017/2/1 0:00,省市,贵州省,474739085.5,0.14,,1178773908,0.14,,32626,0.41,5.71,257108613.4,,619115699.7,,217630472.2,,559658208.8,,0.1,0.1
113,2017/3/1 0:00,省市,贵州省,607702364.9,0.11,,1786476273,0.13,,32699,0.41,4.95,395377650.4,,1014493350,,212324714.5,,771982923.3,,0.09,0.09
114,2017/4/1 0:00,省市,贵州省,686705270.5,0.13,,2473181544,0.13,,32855,0.41,4.32,365496598.1,,1379989948,,321208672.4,,1093191596,,0.09,0.09
115,2017/5/1 0:00,省市,贵州省,727926368.3,0.13,,3201107912,0.13,,32897,0.41,3.51,378671839.9,,1758661788,,349254528.3,,1442446124,,0.09,0.09
116,2017/6/1 0:00,省市,贵州省,739802190.3,0.12,,3940910102,0.13,,33026,0.41,3.75,444426416.6,,2203088205,,295375773.7,,1737821898,,0.09,0.09
117,2017/7/1 0:00,省市,贵州省,744537617.7,0.13,,4685447720,0.13,,33258,0.41,4.4,359413480.1,,2562501685,,385124137.6,,2122946035,,0.09,0.09
118,2017/8/1 0:00,省市,贵州省,823270684.5,0.15,,5508718405,0.13,,34029,0.41,6.26,414987292.7,,2977488977,,408283391.7,,2531229427,,0.1,0.09
119,2017/9/1 0:00,省市,贵州省,852590822.1,0.13,,6361309227,0.13,,34077,0.41,6.37,455896194.4,,3433385172,,396694627.7,,2927924055,,0.09,0.09
120,2017/10/1 0:00,省市,贵州省,809948918.8,0.12,,7171258145,0.13,,34132,0.42,5.55,434539386,,3867924558,,375409532.9,,3303333588,,0.09,0.09
121,2017/11/1 0:00,省市,贵州省,1117059716,0.11,,8288317861,0.13,,34161,0.42,5.52,632803020.5,,4500727578,,484256695.2,,3787590283,,0.08,0.09
122,2017/12/1 0:00,省市,贵州省,930759743,0.12,,9219077604,0.13,,34168,0.42,5.44,491582778.1,,4992310356,,439176964.9,,4226767248,,0.09,0.09
123,2017/1/1 0:00,省市,海南省,550444287.4,0.11,,550444287.4,0.11,,24090,0.3,12.53,305149044.5,,305149044.5,,245295242.9,,245295242.9,,0.08,0.08
124,2017/2/1 0:00,省市,海南省,369369213.9,0.11,,919813501.3,0.11,,25163,0.32,15.97,216820592.4,,521969636.9,,152548621.6,,397843864.4,,0.08,0.08
125,2017/3/1 0:00,省市,海南省,554474164.8,0.1,,1474287666,0.11,,25313,0.32,15.58,358293699.4,,880263336.2,,196180465.4,,594024329.9,,0.08,0.08
126,2017/4/1 0:00,省市,海南省,513823011.6,0.1,,1988110678,0.1,,25363,0.32,14.63,283460110.3,,1163723447,,230362901.3,,824387231.2,,0.07,0.08
127,2017/5/1 0:00,省市,海南省,592208018.7,0.11,,2580318696,0.1,,25437,0.31,13.95,326722174.9,,1490445621,,265485843.7,,1089873075,,0.08,0.08
128,2017/6/1 0:00,省市,海南省,612176198.9,0.1,,3192494895,0.1,,25481,0.31,13.57,386329001.9,,1876774623,,225847197,,1315720272,,0.08,0.08
129,2017/7/1 0:00,省市,海南省,615061123.1,0.11,,3807556018,0.1,,25508,0.31,13.54,329247354.2,,2206021978,,285813768.9,,1601534041,,0.08,0.08
130,2017/8/1 0:00,省市,海南省,649075454.2,0.12,,4456631472,0.11,,25707,0.31,14.35,345087628.4,,2551109606,,303987825.8,,1905521867,,0.08,0.08
131,2017/9/1 0:00,省市,海南省,725240920.5,0.11,,5181872393,0.11,,25757,0.31,14.55,413411831.8,,2964521438,,311829088.6,,2217350955,,0.08,0.08
132,2017/10/1 0:00,省市,海南省,672230940.4,0.1,,5854103333,0.11,,25766,0.31,13.53,389444038,,3353965476,,282786902.4,,2500137858,,0.08,0.08
133,2017/11/1 0:00,省市,海南省,874157671,0.09,,6728261004,0.1,,25821,0.31,13.5,503698415.3,,3857663891,,370459255.7,,2870597113,,0.07,0.08
134,2017/12/1 0:00,省市,海南省,691388951.9,0.09,,7419649956,0.1,,25829,0.31,13.43,372635511.6,,4230299403,,318753440.2,,3189350554,,0.06,0.08
135,2017/1/1 0:00,省市,河北省,7452635247,1.46,,7452635247,1.46,,303164,3.84,11.11,5419739317,,5419739317,,2032895930,,2032895930,,1.43,1.43
136,2017/2/1 0:00,省市,河北省,5272939325,1.52,,12725574572,1.48,,304148,3.82,9.97,3773460592,,9193199909,,1499478733,,3532374663,,1.44,1.43
137,2017/3/1 0:00,省市,河北省,7812172380,1.45,,20537746952,1.47,,304766,3.8,9.17,6236262781,,15429462690,,1575909599,,5108284262,,1.43,1.43
138,2017/4/1 0:00,省市,河北省,7536182550,1.45,,28073929502,1.46,,305224,3.79,8.22,5550097775,,20979560465,,1986084775,,7094369037,,1.42,1.43
139,2017/5/1 0:00,省市,河北省,7988694164,1.43,,36062623666,1.46,,306050,3.79,7.48,5815030086,,26794590551,,2173664077,,9268033114,,1.41,1.43
140,2017/6/1 0:00,省市,河北省,9317386596,1.48,,45380010262,1.46,,306305,3.78,7,7304621288,,34099211839,,2012765308,,11280798423,,1.45,1.43
141,2017/7/1 0:00,省市,河北省,7809850840,1.41,,53189861102,1.45,,306550,3.77,6.99,5679112243,,39778324082,,2130738597,,13411537020,,1.42,1.43
142,2017/8/1 0:00,省市,河北省,8477017531,1.53,,61666878633,1.46,,309058,3.77,7.83,6291921555,,46070245637,,2185095976,,15596632996,,1.55,1.44
143,2017/4/1 0:00,省市,黑龙江省,1220903725,0.24,,4846422487,0.25,,77812,0.97,7.61,894436420.6,,3512541176,,326467304.1,,1333881311,,0.23,0.24
144,2017/5/1 0:00,省市,黑龙江省,1270989315,0.23,,6117411801,0.25,,77992,0.96,6.82,939791009.8,,4452332186,,331198304.8,,1665079615,,0.23,0.24
145,2017/6/1 0:00,省市,黑龙江省,1463023058,0.23,,7580434860,0.24,,78083,0.96,6.36,1159218972,,5611551157,,303804086.7,,1968883702,,0.23,0.24
146,2017/7/1 0:00,省市,黑龙江省,1336035232,0.24,,8916470091,0.24,,78252,0.96,6.5,951997047,,6563548204,,384038184.7,,2352921887,,0.24,0.24
147,2017/8/1 0:00,省市,黑龙江省,1373631444,0.25,,10290101535,0.24,,78937,0.96,7.39,978703309.9,,7542251514,,394928134.2,,2747850021,,0.24,0.24
148,2017/9/1 0:00,省市,黑龙江省,1554487369,0.23,,11844588904,0.24,,79035,0.96,7.51,1144256818,,8686508332,,410230551.1,,3158080572,,0.23,0.24
149,2017/10/1 0:00,省市,黑龙江省,1566798984,0.24,,13411387888,0.24,,79103,0.96,6.58,1117205222,,9803713554,,449593762.1,,3607674334,,0.22,0.23
150,2017/11/1 0:00,省市,黑龙江省,2237085889,0.23,,15648473778,0.24,,79198,0.96,6.51,1710732810,,11514446365,,526353079.1,,4134027413,,0.22,0.23
151,2017/12/1 0:00,省市,黑龙江省,1779812263,0.23,,17428286041,0.24,,79214,0.96,6.39,1258852320,,12773298685,,520959943.5,,4654987357,,0.22,0.23
152,2017/1/1 0:00,省市,湖北省,12029672721,2.36,,12029672721,2.36,,193922,2.45,6.76,8040052589,,8040052589,,3989620133,,3989620133,,2.12,2.12
153,2017/2/1 0:00,省市,湖北省,8993451521,2.59,,21023124242,2.45,,194817,2.44,5.85,6194658705,,14234711293,,2798792816,,6788412949,,2.36,2.22
154,2017/3/1 0:00,省市,湖北省,11888983360,2.2,,32912107602,2.35,,195782,2.44,5.38,9073261635,,23307972928,,2815721725,,9604134673,,2.09,2.16
155,2017/4/1 0:00,省市,湖北省,11198482746,2.16,,44110590348,2.3,,197132,2.45,5.04,7839993912,,31147966840,,3358488834,,12962623508,,2,2.12
156,2017/5/1 0:00,省市,湖北省,11972249820,2.15,,56082840168,2.27,,197777,2.45,4.39,8217404384,,39365371224,,3754845437,,16717468944,,2,2.09
157,2017/6/1 0:00,省市,湖北省,13199914624,2.09,,69282754792,2.23,,198911,2.45,4.42,9832177448,,49197548672,,3367737176,,20085206120,,1.96,2.07
158,2017/7/1 0:00,省市,湖北省,12317569125,2.22,,81600323917,2.23,,201413,2.48,5.64,8143660129,,57341208801,,4173908997,,24259115116,,2.04,2.06
