id,month,top_name,two_name,or_auc,or_auc_zb,or_acc,or_acc_zb,
1165,2017/10/1 12:00 AM,饮料,饮用水,96793836.28,0.01,951170964.3,0.02,
1166,2017/11/1 12:00 AM,饮料,饮用水,126050087.3,0.01,1077221052,0.02,
1167,2017/12/1 12:00 AM,饮料,饮用水,94650956.5,0.01,1171872008,0.02,
1168,2017/1/1 12:00 AM,中西药品,其他中西药品,1368284497,0.27,1368284497,0.27,
1169,2017/2/1 12:00 AM,中西药品,其他中西药品,1367576639,0.39,2735861136,0.32,
1170,2017/3/1 12:00 AM,中西药品,其他中西药品,2835958509,0.52,5571819645,0.4,
1171,2017/4/1 12:00 AM,中西药品,其他中西药品,2020309681,0.39,7592129326,0.4,
1172,2017/5/1 12:00 AM,中西药品,其他中西药品,3388876704,0.61,10981006031,0.44,
1173,2017/6/1 12:00 AM,中西药品,其他中西药品,3415878832,0.54,14396884863,0.46,
1174,2017/7/1 12:00 AM,中西药品,其他中西药品,4027714076,0.72,18424598939,0.5,
1175,2017/8/1 12:00 AM,中西药品,其他中西药品,4420952553,0.8,22845551491,0.54,
1176,2017/9/1 12:00 AM,中西药品,其他中西药品,4744650243,0.71,27590201735,0.57,
1177,2017/10/1 12:00 AM,中西药品,其他中西药品,4937328650,0.74,32527530385,0.59,
1178,2017/11/1 12:00 AM,中西药品,其他中西药品,4370764912,0.45,36898295297,0.57,
1179,2017/12/1 12:00 AM,中西药品,其他中西药品,3562239314,0.47,40460534610,0.56,
1180,2017/1/1 12:00 AM,中西药品,西药,3019811190,0.59,3019811190,0.59,
1181,2017/2/1 12:00 AM,中西药品,西药,2033478917,0.58,5053290107,0.59,
1182,2017/3/1 12:00 AM,中西药品,西药,3202561039,0.59,8255851146,0.59,
1183,2017/4/1 12:00 AM,中西药品,西药,3241753003,0.62,11497604149,0.6,
1184,2017/5/1 12:00 AM,中西药品,西药,2181099778,0.39,13678703927,0.55,
1185,2017/6/1 12:00 AM,中西药品,西药,2523510701,0.4,16202214628,0.52,
1186,2017/7/1 12:00 AM,中西药品,西药,2212123784,0.4,18414338412,0.5,
1187,2017/8/1 12:00 AM,中西药品,西药,2409671483,0.44,20824009895,0.49,
1188,2017/9/1 12:00 AM,中西药品,西药,2707967717,0.41,23531977612,0.48,
1189,2017/10/1 12:00 AM,中西药品,西药,3901611804,0.59,27433589416,0.5,
1190,2017/11/1 12:00 AM,中西药品,西药,5581667328,0.57,33015256744,0.51,
1191,2017/12/1 12:00 AM,中西药品,西药,4746474998,0.62,37761731742,0.52,
1192,2017/1/1 12:00 AM,中西药品,中草药及中成药,1689696356,0.33,1689696356,0.33,
1193,2017/2/1 12:00 AM,中西药品,中草药及中成药,1042550701,0.3,2732247057,0.32,
1194,2017/3/1 12:00 AM,中西药品,中草药及中成药,1581150270,0.29,4313397327,0.31,
1195,2017/4/1 12:00 AM,中西药品,中草药及中成药,1473239902,0.28,5786637230,0.3,
1196,2017/5/1 12:00 AM,中西药品,中草药及中成药,1105016761,0.2,6891653990,0.28,
1197,2017/6/1 12:00 AM,中西药品,中草药及中成药,1475858914,0.23,8367512905,0.27,
1198,2017/7/1 12:00 AM,中西药品,中草药及中成药,1108524121,0.2,9476037025,0.26,
1199,2017/8/1 12:00 AM,中西药品,中草药及中成药,1386508912,0.25,10862545937,0.26,
1200,2017/12/1 12:00 AM,日用品,保健器械,1259981267,0.17,10830671686,0.15,
1201,2017/1/1 12:00 AM,日用品,儿童玩具,1242516568,0.24,1242516568,0.24,
1202,2017/2/1 12:00 AM,日用品,儿童玩具,899885131.7,0.26,2142401700,0.25,
1203,2017/3/1 12:00 AM,日用品,儿童玩具,1181516357,0.22,3323918056,0.24,
1204,2017/4/1 12:00 AM,日用品,儿童玩具,963335188.3,0.19,4287253245,0.22,
1205,2017/5/1 12:00 AM,日用品,儿童玩具,2789325065,0.5,7076578310,0.29,
1206,2017/6/1 12:00 AM,日用品,儿童玩具,3258406362,0.52,10334984672,0.33,
1207,2017/7/1 12:00 AM,日用品,儿童玩具,2775389540,0.5,13110374212,0.36,
1208,2017/8/1 12:00 AM,日用品,儿童玩具,2230638553,0.4,15341012765,0.36,
1209,2017/9/1 12:00 AM,日用品,儿童玩具,2407486066,0.36,17748498831,0.36,
1210,2017/10/1 12:00 AM,日用品,儿童玩具,1944846577,0.29,19693345408,0.36,
1211,2017/11/1 12:00 AM,日用品,儿童玩具,3404361265,0.35,23097706673,0.35,
1212,2017/12/1 12:00 AM,日用品,儿童玩具,3227255829,0.42,26324962502,0.36,
1213,2017/1/1 12:00 AM,日用品,工艺品,19120671.19,0,19120671.19,0,
1214,2017/2/1 12:00 AM,日用品,工艺品,18406610.29,0.01,37527281.48,0,
1215,2017/3/1 12:00 AM,日用品,工艺品,21534491.09,0,59061772.57,0,
1216,2017/4/1 12:00 AM,日用品,工艺品,13958170.7,0,73019943.27,0,
1217,2017/5/1 12:00 AM,日用品,工艺品,68388997.88,0.01,141408941.2,0.01,
1218,2017/6/1 12:00 AM,日用品,工艺品,81392286.7,0.01,222801227.9,0.01,
1219,2017/7/1 12:00 AM,日用品,工艺品,77356650.1,0.01,300157878,0.01,
1220,2017/8/1 12:00 AM,日用品,工艺品,157827141.4,0.03,457985019.3,0.01,
1221,2017/9/1 12:00 AM,日用品,工艺品,164889873.9,0.02,622874893.2,0.01,
1222,2017/10/1 12:00 AM,日用品,工艺品,102761660.9,0.02,725636554.1,0.01,
1223,2017/11/1 12:00 AM,日用品,工艺品,158657204.5,0.02,884293758.6,0.01,
1224,2017/12/1 12:00 AM,日用品,工艺品,179472588.6,0.02,1063766347,0.01,
1225,2017/1/1 12:00 AM,日用品,其他日用品,1663372320,0.33,1663372320,0.33,
1226,2017/2/1 12:00 AM,日用品,其他日用品,1104335056,0.32,2767707376,0.32,
1227,2017/3/1 12:00 AM,日用品,其他日用品,1305701250,0.24,4073408626,0.29,
1228,2017/4/1 12:00 AM,日用品,其他日用品,958573762,0.18,5031982388,0.26,
1229,2017/5/1 12:00 AM,日用品,其他日用品,2958230625,0.53,7990213013,0.32,
1230,2017/6/1 12:00 AM,日用品,其他日用品,3859531350,0.61,11849744364,0.38,
1231,2017/7/1 12:00 AM,日用品,其他日用品,3129120847,0.56,14978865211,0.41,
1232,2017/8/1 12:00 AM,日用品,其他日用品,3538413509,0.64,18517278720,0.44,
1233,2017/9/1 12:00 AM,日用品,其他日用品,4026731574,0.61,22544010294,0.46,
1234,2017/10/1 12:00 AM,日用品,其他日用品,3610411208,0.54,26154421502,0.47,
1235,2017/11/1 12:00 AM,日用品,其他日用品,6189042882,0.63,32343464384,0.5,
1236,2017/12/1 12:00 AM,日用品,其他日用品,4871287961,0.64,37214752345,0.51,
1237,2017/1/1 12:00 AM,日用品,燃气灶具,359290108.9,0.07,359290108.9,0.07,
1238,2017/2/1 12:00 AM,日用品,燃气灶具,246138807.5,0.07,605428916.5,0.07,
1239,2017/3/1 12:00 AM,日用品,燃气灶具,499577959.4,0.09,1105006876,0.08,
1240,2017/4/1 12:00 AM,日用品,燃气灶具,393972281,0.08,1498979157,0.08,
1241,2017/5/1 12:00 AM,日用品,燃气灶具,480153962.2,0.09,1979133119,0.08,
1242,2017/6/1 12:00 AM,日用品,燃气灶具,558621347.1,0.09,2537754466,0.08,
1243,2017/7/1 12:00 AM,日用品,燃气灶具,497797313.6,0.09,3035551780,0.08,
1244,2017/8/1 12:00 AM,日用品,燃气灶具,495623974.9,0.09,3531175755,0.08,
1245,2017/9/1 12:00 AM,日用品,燃气灶具,540163146.9,0.08,4071338902,0.08,
1246,2017/10/1 12:00 AM,日用品,燃气灶具,479719175,0.07,4551058077,0.08,
1247,2017/11/1 12:00 AM,日用品,燃气灶具,1092129099,0.11,5643187175,0.09,
1248,2017/12/1 12:00 AM,日用品,燃气灶具,758287363.4,0.1,6401474538,0.09,
1249,2017/1/1 12:00 AM,日用品,人力或助动力车类及配件,1049325720,0.21,1049325720,0.21,
1250,2017/2/1 12:00 AM,日用品,人力或助动力车类及配件,807695514.9,0.23,1857021235,0.22,
1251,2017/3/1 12:00 AM,日用品,人力或助动力车类及配件,1147793778,0.21,3004815012,0.21,
1252,2017/4/1 12:00 AM,日用品,人力或助动力车类及配件,971114517.5,0.19,3975929530,0.21,
1253,2017/5/1 12:00 AM,日用品,人力或助动力车类及配件,1568676410,0.28,5544605940,0.22,
1254,2017/6/1 12:00 AM,日用品,人力或助动力车类及配件,2260783171,0.36,7805389111,0.25,
1255,2017/7/1 12:00 AM,日用品,人力或助动力车类及配件,1849916725,0.33,9655305836,0.26,
1256,2017/8/1 12:00 AM,日用品,人力或助动力车类及配件,1673233306,0.3,11328539141,0.27,
1257,2017/9/1 12:00 AM,日用品,人力或助动力车类及配件,1959899428,0.3,13288438570,0.27,
1258,2017/10/1 12:00 AM,日用品,人力或助动力车类及配件,1590931470,0.24,14879370040,0.27,
1259,2017/11/1 12:00 AM,日用品,人力或助动力车类及配件,2523122155,0.26,17402492196,0.27,
1260,2017/12/1 12:00 AM,日用品,人力或助动力车类及配件,1710239505,0.22,19112731700,0.26,
1261,2017/1/1 12:00 AM,日用品,日用百货,3240819526,0.64,3240819526,0.64,
1262,2017/2/1 12:00 AM,日用品,日用百货,2646429170,0.76,5887248696,0.69,
1263,2017/3/1 12:00 AM,日用品,日用百货,3218580241,0.6,9105828936,0.65,
1264,2017/4/1 12:00 AM,日用品,日用百货,2748197469,0.53,11854026405,0.62,
1265,2017/5/1 12:00 AM,日用品,日用百货,7423411545,1.33,19277437951,0.78,
1266,2017/6/1 12:00 AM,日用品,日用百货,9253049058,1.47,28530487008,0.92,
1267,2017/7/1 12:00 AM,日用品,日用百货,8164228940,1.47,36694715948,1,
1268,2017/8/1 12:00 AM,日用品,日用百货,8717854337,1.58,45412570285,1.08,
1269,2017/9/1 12:00 AM,日用品,日用百货,10081766385,1.52,55494336671,1.14,
1270,2017/10/1 12:00 AM,日用品,日用百货,8994949915,1.36,64489286585,1.16,
1271,2017/11/1 12:00 AM,日用品,日用百货,16326222672,1.67,80815509257,1.24,
1272,2017/12/1 12:00 AM,日用品,日用百货,14085092747,1.85,94900602004,1.3,
1273,2017/1/1 12:00 AM,日用品,日用化工产品,234214494.1,0.05,234214494.1,0.05,
1274,2017/2/1 12:00 AM,日用品,日用化工产品,201221015.9,0.06,435435510,0.05,
1275,2017/3/1 12:00 AM,日用品,日用化工产品,295047145.4,0.05,730482655.4,0.05,
1276,2017/4/1 12:00 AM,日用品,日用化工产品,247875189.7,0.05,978357845.1,0.05,
1277,2017/5/1 12:00 AM,日用品,日用化工产品,437154413,0.08,1415512258,0.06,
1278,2017/6/1 12:00 AM,日用品,日用化工产品,582078755.9,0.09,1997591014,0.06,
1279,2017/7/1 12:00 AM,日用品,日用化工产品,610507681.1,0.11,2608098695,0.07,
1280,2017/8/1 12:00 AM,日用品,日用化工产品,634517874,0.11,3242616569,0.08,
1281,2017/9/1 12:00 AM,日用品,日用化工产品,581462852.7,0.09,3824079422,0.08,
1282,2017/10/1 12:00 AM,日用品,日用化工产品,511901136.5,0.08,4335980558,0.08,
1283,2017/11/1 12:00 AM,日用品,日用化工产品,1058811171,0.11,5394791729,0.08,
1284,2017/12/1 12:00 AM,日用品,日用化工产品,783723338.7,0.1,6178515068,0.08,
1285,2017/1/1 12:00 AM,日用品,日用杂品,2340571976,0.46,2340571976,0.46,
1286,2017/2/1 12:00 AM,日用品,日用杂品,1781913972,0.51,4122485948,0.48,
1287,2017/3/1 12:00 AM,日用品,日用杂品,2225451575,0.41,6347937523,0.45,
1288,2017/4/1 12:00 AM,日用品,日用杂品,1662678218,0.32,8010615741,0.42,
1289,2017/5/1 12:00 AM,日用品,日用杂品,3847827057,0.69,11858442798,0.48,
1290,2017/6/1 12:00 AM,日用品,日用杂品,4795153393,0.76,16653596191,0.54,
1291,2017/7/1 12:00 AM,日用品,日用杂品,4275681296,0.77,20929277487,0.57,
1292,2017/8/1 12:00 AM,日用品,日用杂品,3897293240,0.71,24826570727,0.59,
1293,2017/9/1 12:00 AM,日用品,日用杂品,4528522136,0.68,29355092863,0.6,
1294,2017/10/1 12:00 AM,日用品,日用杂品,4003237158,0.6,33358330021,0.6,
1295,2017/11/1 12:00 AM,日用品,日用杂品,7391328601,0.76,40749658622,0.63,
1296,2017/12/1 12:00 AM,日用品,日用杂品,6592913161,0.87,47342571783,0.65,
1297,2017/1/1 12:00 AM,日用品,无二级类目,14501454181,2.84,14501454181,2.84,
1298,2017/2/1 12:00 AM,日用品,无二级类目,9924710780,2.85,24426164961,2.85,
1299,2017/3/1 12:00 AM,日用品,无二级类目,16284270037,3.01,40710434999,2.91,
1300,2017/4/1 12:00 AM,日用品,无二级类目,14946182315,2.88,55656617313,2.9,
1301,2017/1/1 12:00 AM,日用品,照明器具,954697786.2,0.19,954697786.2,0.19,
1302,2017/2/1 12:00 AM,日用品,照明器具,518293580.6,0.15,1472991367,0.17,
1303,2017/3/1 12:00 AM,日用品,照明器具,698066516.8,0.13,2171057884,0.16,
1304,2017/4/1 12:00 AM,日用品,照明器具,537991948,0.1,2709049832,0.14,
1305,2018/2/1 12:00 AM,粮油、食品,食盐,74.61,0,74.61,0,
1306,2018/3/1 12:00 AM,粮油、食品,食盐,44687.5,0,44762.11,0,
1307,2018/4/1 12:00 AM,粮油、食品,食盐,22409.28,0,67171.39,0,
1308,2018/5/1 12:00 AM,粮油、食品,食盐,45375.02,0,112546.41,0,
1309,2018/6/1 12:00 AM,粮油、食品,食盐,66918.34,0,179464.75,0,
1310,2018/1/1 12:00 AM,粮油、食品,蔬菜,471791840.6,0.07,471791840.6,0.07,
1311,2018/2/1 12:00 AM,粮油、食品,蔬菜,275231114,0.06,747022954.6,0.07,
1312,2018/3/1 12:00 AM,粮油、食品,蔬菜,561254821,0.07,1308277776,0.07,
1313,2018/4/1 12:00 AM,粮油、食品,蔬菜,484011538.1,0.07,1792289314,0.07,
1314,2018/1/1 12:00 AM,通讯器材,传真设备,8531802.89,0,8531802.89,0,
1315,2018/2/1 12:00 AM,通讯器材,传真设备,5780267.63,0,14312070.52,0,
1316,2018/3/1 12:00 AM,通讯器材,传真设备,10551293.7,0,24863364.22,0,
1317,2018/4/1 12:00 AM,通讯器材,传真设备,12045786.88,0,36909151.1,0,
1318,2018/5/1 12:00 AM,通讯器材,传真设备,17368880.8,0,54278031.9,0,
1319,2018/6/1 12:00 AM,通讯器材,传真设备,11367222.58,0,65645254.48,0,
1320,2018/1/1 12:00 AM,通讯器材,电话机,174840948.2,0.03,174840948.2,0.03,
1321,2018/2/1 12:00 AM,通讯器材,电话机,130981387.6,0.03,305822335.8,0.03,
1322,2018/3/1 12:00 AM,通讯器材,电话机,242949773,0.03,548772108.8,0.03,
1323,2018/4/1 12:00 AM,通讯器材,电话机,288045936.8,0.04,836818045.6,0.03,
1324,2018/5/1 12:00 AM,通讯器材,电话机,320471906.5,0.05,1157289952,0.03,
1325,2018/6/1 12:00 AM,通讯器材,电话机,322349594.7,0.04,1479639547,0.04,
1326,2018/1/1 12:00 AM,通讯器材,对讲机,802993195.4,0.12,802993195.4,0.12,
1327,2018/2/1 12:00 AM,通讯器材,对讲机,461681926.9,0.1,1264675122,0.11,
1328,2018/3/1 12:00 AM,通讯器材,对讲机,486668148.5,0.06,1751343271,0.09,
1329,2018/4/1 12:00 AM,通讯器材,对讲机,685328058.2,0.1,2436671329,0.09,
1330,2018/5/1 12:00 AM,通讯器材,对讲机,746444458.4,0.11,3183115787,0.1,
1331,2018/6/1 12:00 AM,通讯器材,对讲机,1316339951,0.15,4499455738,0.11,
1332,2018/1/1 12:00 AM,通讯器材,其他通讯器材,242354103.7,0.04,242354103.7,0.04,
1333,2018/2/1 12:00 AM,通讯器材,其他通讯器材,367329866.8,0.08,609683970.5,0.05,
1334,2018/3/1 12:00 AM,通讯器材,其他通讯器材,63856829.59,0.01,673540800.1,0.03,
1335,2018/4/1 12:00 AM,通讯器材,其他通讯器材,133208191.9,0.02,806748992,0.03,
1336,2018/5/1 12:00 AM,通讯器材,其他通讯器材,149822057.4,0.02,956571049.4,0.03,
1337,2018/6/1 12:00 AM,通讯器材,其他通讯器材,151898714.1,0.02,1108469763,0.03,
1338,2018/1/1 12:00 AM,通讯器材,手机,20655247778,3.01,20655247778,3.01,
1339,2018/2/1 12:00 AM,通讯器材,手机,19347741567,4.22,40002989345,3.49,
1340,2018/3/1 12:00 AM,通讯器材,手机,28132425078,3.55,68135414423,3.52,
1341,2018/4/1 12:00 AM,通讯器材,手机,31049684249,4.51,99185098671,3.78,
1342,2018/5/1 12:00 AM,通讯器材,手机,35679597883,5.14,1.35E+11,4.06,
1343,2018/6/1 12:00 AM,通讯器材,手机,37455058248,4.38,1.72E+11,4.13,
1344,2018/1/1 12:00 AM,通讯器材,手机配件,12881673716,1.88,12881673716,1.88,
1345,2018/2/1 12:00 AM,通讯器材,手机配件,10082157529,2.2,22963831245,2.01,
1346,2018/3/1 12:00 AM,通讯器材,手机配件,19855039480,2.51,42818870724,2.21,
1347,2018/4/1 12:00 AM,通讯器材,手机配件,16982233348,2.47,59801104073,2.28,
1348,2018/5/1 12:00 AM,通讯器材,手机配件,21063811036,3.04,80864915109,2.44,
1349,2018/6/1 12:00 AM,通讯器材,手机配件,21607911901,2.53,1.02E+11,2.46,
1350,2018/1/1 12:00 AM,文化办公用品,计算机及其配套产品,3500387278,0.51,3500387278,0.51,
1351,2018/2/1 12:00 AM,文化办公用品,计算机及其配套产品,2637393999,0.58,6137781277,0.54,
1352,2018/3/1 12:00 AM,文化办公用品,计算机及其配套产品,5894602591,0.74,12032383868,0.62,
1353,2018/4/1 12:00 AM,文化办公用品,计算机及其配套产品,4478927657,0.65,16511311525,0.63,
1354,2018/5/1 12:00 AM,文化办公用品,计算机及其配套产品,30753124585,4.43,47264436110,1.42,
1355,2018/6/1 12:00 AM,文化办公用品,计算机及其配套产品,47724698801,5.58,94989134911,2.28,
1356,2018/1/1 12:00 AM,文化办公用品,其他文化办公用品,304087288.8,0.04,304087288.8,0.04,
1357,2018/2/1 12:00 AM,文化办公用品,其他文化办公用品,165132578.8,0.04,469219867.7,0.04,
1358,2018/3/1 12:00 AM,文化办公用品,其他文化办公用品,131182520.6,0.02,600402388.3,0.03,
1359,2018/4/1 12:00 AM,文化办公用品,其他文化办公用品,126697906.2,0.02,727100294.5,0.03,
1360,2018/5/1 12:00 AM,文化办公用品,其他文化办公用品,972121287,0.14,1699221581,0.05,
1361,2018/6/1 12:00 AM,文化办公用品,其他文化办公用品,1078542890,0.13,2777764471,0.07,
1362,2018/1/1 12:00 AM,文化办公用品,学习和办公用品,1869202395,0.27,1869202395,0.27,
1363,2018/2/1 12:00 AM,文化办公用品,学习和办公用品,1369950577,0.3,3239152972,0.28,
1364,2018/3/1 12:00 AM,文化办公用品,学习和办公用品,1969230020,0.25,5208382992,0.27,
1365,2018/4/1 12:00 AM,文化办公用品,学习和办公用品,1735490237,0.25,6943873229,0.26,
1366,2018/5/1 12:00 AM,文化办公用品,学习和办公用品,11594416549,1.67,18538289778,0.56,
1367,2018/6/1 12:00 AM,文化办公用品,学习和办公用品,19087658304,2.23,37625948083,0.9,
1368,2018/1/1 12:00 AM,五金、电料,电动工具,1852705488,0.27,1852705488,0.27,
1369,2018/2/1 12:00 AM,五金、电料,电动工具,1311010831,0.29,3163716319,0.28,
1370,2018/3/1 12:00 AM,五金、电料,电动工具,2546132059,0.32,5709848378,0.29,
1371,2018/4/1 12:00 AM,五金、电料,电动工具,2052855436,0.3,7762703814,0.3,
1372,2018/5/1 12:00 AM,五金、电料,电动工具,761840067.2,0.11,8524543881,0.26,
1373,2018/6/1 12:00 AM,五金、电料,电动工具,1271875524,0.15,9796419406,0.23,
1374,2018/1/1 12:00 AM,五金、电料,电气控制,3145759367,0.46,3145759367,0.46,
1375,2018/2/1 12:00 AM,五金、电料,电气控制,2332728697,0.51,5478488064,0.48,
1376,2018/3/1 12:00 AM,五金、电料,电气控制,4514823945,0.57,9993312009,0.52,
1377,2018/4/1 12:00 AM,五金、电料,电气控制,4121638738,0.6,14114950747,0.54,
1378,2018/5/1 12:00 AM,五金、电料,电气控制,1321524312,0.19,15436475059,0.47,
1379,2018/6/1 12:00 AM,五金、电料,电气控制,2274099872,0.27,17710574931,0.42,
1380,2018/1/1 12:00 AM,五金、电料,机电五金,2180680334,0.32,2180680334,0.32,
1381,2018/2/1 12:00 AM,五金、电料,机电五金,1576156124,0.34,3756836458,0.33,
1382,2018/3/1 12:00 AM,五金、电料,机电五金,2973947898,0.38,6730784356,0.35,
1383,2018/4/1 12:00 AM,五金、电料,机电五金,2465851836,0.36,9196636192,0.35,
1384,2018/5/1 12:00 AM,五金、电料,机电五金,852929406.6,0.12,10049565598,0.3,
1385,2018/6/1 12:00 AM,五金、电料,机电五金,1333679674,0.16,11383245273,0.27,
1386,2018/1/1 12:00 AM,五金、电料,机械五金,4289588695,0.62,4289588695,0.62,
1387,2018/2/1 12:00 AM,五金、电料,机械五金,2994467194,0.65,7284055889,0.64,
1388,2018/3/1 12:00 AM,五金、电料,机械五金,5321396256,0.67,12605452145,0.65,
1389,2018/4/1 12:00 AM,五金、电料,机械五金,4609980068,0.67,17215432213,0.66,
1390,2018/5/1 12:00 AM,五金、电料,机械五金,1555361718,0.22,18770793931,0.57,
1391,2018/6/1 12:00 AM,五金、电料,机械五金,2577975072,0.3,21348769003,0.51,
1392,2018/6/1 12:00 AM,粮油、食品,蔬菜,716733560.7,0.08,3047976118,0.07,
1393,2018/8/1 12:00 AM,化妆品,女性护理,796271959.2,0.1,3413564023,0.06,
1394,2018/1/1 12:00 AM,粮油、食品,水产品,1641533133,0.24,1641533133,0.24,
1395,2018/2/1 12:00 AM,粮油、食品,水产品,1056995609,0.23,2698528742,0.24,
1396,2018/3/1 12:00 AM,粮油、食品,水产品,1523712759,0.19,4222241501,0.22,
1397,2018/4/1 12:00 AM,粮油、食品,水产品,1221790117,0.18,5444031618,0.21,
1398,2018/5/1 12:00 AM,粮油、食品,水产品,1767850329,0.25,7211881947,0.22,
1399,2018/6/1 12:00 AM,粮油、食品,水产品,2096996238,0.25,9308878185,0.22,
1400,2018/8/1 12:00 AM,书报杂志,期刊杂志,181534054.2,0.02,2019101155,0.04,
1401,2018/1/1 12:00 AM,粮油、食品,水果,1577838185,0.23,1577838185,0.23,
1402,2018/2/1 12:00 AM,粮油、食品,水果,1012077634,0.22,2589915818,0.23,
1403,2018/3/1 12:00 AM,粮油、食品,水果,1291199773,0.16,3881115591,0.2,
1404,2018/4/1 12:00 AM,粮油、食品,水果,1735432130,0.25,5616547721,0.21,
1405,2018/5/1 12:00 AM,粮油、食品,水果,2036551546,0.29,7653099268,0.23,
1406,2018/6/1 12:00 AM,粮油、食品,水果,3931759411,0.46,11584858678,0.28,
1407,2018/8/1 12:00 AM,电子出版物及音像制品,其他电子出版物及音像制品,10350630.05,0,105966087.6,0,
1408,2018/1/1 12:00 AM,粮油、食品,休闲食品,8385316631,1.22,8385316631,1.22,
1409,2018/2/1 12:00 AM,粮油、食品,休闲食品,5497708643,1.2,13883025275,1.21,
1410,2018/3/1 12:00 AM,粮油、食品,休闲食品,6866200063,0.87,20749225338,1.07,
1411,2018/4/1 12:00 AM,粮油、食品,休闲食品,5735253344,0.83,26484478682,1.01,
1412,2018/5/1 12:00 AM,粮油、食品,休闲食品,6972329495,1.01,33456808177,1.01,
1413,2018/6/1 12:00 AM,粮油、食品,休闲食品,9776729041,1.14,43233537218,1.04,
1414,2018/8/1 12:00 AM,服装鞋帽、针纺织品,其他服装鞋帽、针纺织品,5242389663,0.69,50899934438,0.9,
1415,2018/1/1 12:00 AM,粮油、食品,营养健康食品,1592550937,0.23,1592550937,0.23,
1416,2018/2/1 12:00 AM,粮油、食品,营养健康食品,779412102.6,0.17,2371963039,0.21,
1417,2018/3/1 12:00 AM,粮油、食品,营养健康食品,2681676094,0.34,5053639133,0.26,
1418,2018/4/1 12:00 AM,粮油、食品,营养健康食品,2061519540,0.3,7115158673,0.27,
1419,2018/5/1 12:00 AM,粮油、食品,营养健康食品,2884081523,0.42,9999240197,0.3,
1420,2018/6/1 12:00 AM,粮油、食品,营养健康食品,3252132864,0.38,13251373060,0.32,
1421,2018/8/1 12:00 AM,家具,其他家具,29041095.4,0,224577920.5,0,
1422,2018/1/1 12:00 AM,粮油、食品,滋补食品,1822298799,0.27,1822298799,0.27,
1423,2018/2/1 12:00 AM,粮油、食品,滋补食品,933311664.4,0.2,2755610463,0.24,
1424,2018/3/1 12:00 AM,粮油、食品,滋补食品,2309896638,0.29,5065507101,0.26,
1425,2018/4/1 12:00 AM,粮油、食品,滋补食品,1838345881,0.27,6903852982,0.26,
1426,2018/5/1 12:00 AM,粮油、食品,滋补食品,2409205953,0.35,9313058935,0.28,
1427,2018/6/1 12:00 AM,粮油、食品,滋补食品,3555725778,0.42,12868784713,0.31,
1428,2018/8/1 12:00 AM,家用电器和音像器材,其他家用电器和音像器材,1640709249,0.22,10375542527,0.18,
1429,2018/8/1 12:00 AM,建筑及装潢材料,其他建筑及装潢材料,259566161.1,0.03,5086466813,0.09,
1430,2018/8/1 12:00 AM,金银珠宝,其他金银珠宝,153134903.3,0.02,1995438848,0.04,
1431,2018/8/1 12:00 AM,粮油、食品,其他粮油、食品,2568286588,0.34,16849961524,0.3,
1432,2018/8/1 12:00 AM,汽车,其他汽车,4840410240,0.64,32708616041,0.58,
1433,2018/8/1 12:00 AM,日用品,其他日用品,19207589799,2.53,72459733916,1.28,
1434,2018/8/1 12:00 AM,书报杂志,其他书报杂志,8360456.77,0,90101256.09,0,
1435,2018/8/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,1930374258,0.25,12851606417,0.23,
1436,2018/8/1 12:00 AM,通讯器材,其他通讯器材,137206684.4,0.02,1353539735,0.02,
1437,2018/8/1 12:00 AM,文化办公用品,其他文化办公用品,1110941548,0.15,4637687158,0.08,
1438,2018/8/1 12:00 AM,五金、电料,其他五金、电料,2346467884,0.31,33569757544,0.59,
1439,2018/8/1 12:00 AM,饮料,其他饮料,1488530504,0.2,10361330823,0.18,
1440,2018/8/1 12:00 AM,中西药品,其他中西药品,397190121.4,0.05,17773587303,0.31,
1441,2018/8/1 12:00 AM,化妆品,其它化妆品,34722735.63,0,249995232.2,0,
1442,2018/8/1 12:00 AM,体育、娱乐用品,棋牌,690593724.8,0.09,8648913124,0.15,
1443,2018/8/1 12:00 AM,五金、电料,气动工具,318329775.8,0.04,4515307471,0.08,
1444,2018/8/1 12:00 AM,汽车,汽车装饰,4915948155,0.65,32891473775,0.58,
1445,2018/8/1 12:00 AM,家用电器和音像器材,清洁电器,4867952560,0.64,45871445655,0.81,
1446,2018/8/1 12:00 AM,日用品,燃气灶具,1584418082,0.21,7597063736,0.13,
1447,2018/8/1 12:00 AM,日用品,人力或助动力车类及配件,4853213035,0.64,27271562819,0.48,
1448,2018/8/1 12:00 AM,日用品,日用百货,28783383539,3.79,1.51E+11,2.67,
1449,2018/1/1 12:00 AM,其他商品,无二级类目,10387928341,1.51,10387928341,1.51,
1450,2018/2/1 12:00 AM,其他商品,无二级类目,8497830505,1.86,18885758846,1.65,
1451,2018/3/1 12:00 AM,其他商品,无二级类目,16077081941,2.03,34962840787,1.81,
1452,2018/4/1 12:00 AM,其他商品,无二级类目,11331478598,1.65,46294319386,1.76,
1453,2018/5/1 12:00 AM,其他商品,无二级类目,4041524294,0.58,50335843679,1.52,
1454,2018/6/1 12:00 AM,其他商品,无二级类目,5370225707,0.63,55706069386,1.33,
1455,2018/1/1 12:00 AM,汽车,车载电器,1625962871,0.24,1625962871,0.24,
1456,2018/2/1 12:00 AM,汽车,车载电器,931494092.4,0.2,2557456963,0.22,
